UPC,Book Title,Author,Original Price (Books.toscrape.com),Author (from Google Books API),ISBN,Competitor Price (Booksrun.com),Booksrun Link,Original Price (Float),Competitor Price (Float),Absolute Price Difference,Percentage Price Difference,Suggested Price Action (Dynamic)
b7f475238ed50429,The Cat in the Hat (Beginner Books B-1),N/A,Â£16.26,,,,,16.26,,,,No Action (Price not available from one/both sources)
970bd3316219e7dc,The Case for Christ (Cases for Christianity),N/A,Â£47.84,,,,,47.84,,,,No Action (Price not available from one/both sources)
a75e274c8814b539,The Book Thief,N/A,Â£53.49,,,,,53.49,,,,No Action (Price not available from one/both sources)
08decd9664e5d56e,The Book of Basketball: The NBA According to The Sports Guy,N/A,Â£44.84,,,,,44.84,,,,No Action (Price not available from one/both sources)
cd3dcd83bb002e78,The Blind Side: Evolution of a Game,N/A,Â£53.71,,,,,53.71,,,,No Action (Price not available from one/both sources)
b04a6a0db525857d,The Autobiography of Malcolm X,N/A,Â£23.43,,,,,23.43,,,,No Action (Price not available from one/both sources)
311634df10651e05,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",N/A,Â£34.32,,,,,34.32,,,,No Action (Price not available from one/both sources)
2858ac90c4758e1f,The Art of Fielding,N/A,Â£22.10,,,,,22.1,,,,No Action (Price not available from one/both sources)
61002f3b7ba5d780,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",N/A,Â£25.83,,,,,25.83,,,,No Action (Price not available from one/both sources)
a11ae5f07572ef49,Stiff: The Curious Lives of Human Cadavers,N/A,Â£36.74,,,,,36.74,,,,No Action (Price not available from one/both sources)
f08667e4c0458f37,Spilled Milk: Based on a True Story,N/A,Â£49.51,,,,,49.51,,,,No Action (Price not available from one/both sources)
ac27ab4bcd9c492e,Something Borrowed (Darcy & Rachel #1),N/A,Â£48.96,,,,,48.96,,,,No Action (Price not available from one/both sources)
3fc9d51d1c4d6ba7,Something Blue (Darcy & Rachel #2),N/A,Â£54.62,,,,,54.62,,,,No Action (Price not available from one/both sources)
feaaae90514eb2ac,Soldier (Talon #3),N/A,Â£24.72,,,,,24.72,,,,No Action (Price not available from one/both sources)
c57d3c96af23c297,Shopaholic & Baby (Shopaholic #5),N/A,Â£46.45,,,,,46.45,,,,No Action (Price not available from one/both sources)
07806456878931bc,Seven Days in the Art World,N/A,Â£52.33,,,,,52.33,,,,No Action (Price not available from one/both sources)
281a244ce1954711,Seven Brief Lessons on Physics,N/A,Â£30.60,,,,,30.6,,,,No Action (Price not available from one/both sources)
510832818edb6fbc,Scarlet (The Lunar Chronicles #2),N/A,Â£14.57,,,,,14.57,,,,No Action (Price not available from one/both sources)
5b2cd5b31a510848,Sarah's Key,N/A,Â£46.29,,,,,46.29,,,,No Action (Price not available from one/both sources)
7b870bf85d01c2dc,"Saga, Volume 3 (Saga (Collected Editions) #3)",N/A,Â£21.57,,,,,21.57,,,,No Action (Price not available from one/both sources)
28921443f052bea6,Running with Scissors,N/A,Â£12.91,,,,,12.91,,,,No Action (Price not available from one/both sources)
b4f5672f68ec3a83,Rogue Lawyer (Rogue Lawyer #1),N/A,Â£50.11,,,,,50.11,,,,No Action (Price not available from one/both sources)
89cad3f37c9ce226,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",N/A,Â£41.67,,,,,41.67,,,,No Action (Price not available from one/both sources)
8e9dd8431170c09e,Rework,N/A,Â£44.88,,,,,44.88,,,,No Action (Price not available from one/both sources)
ecdf73ee66c33b17,Reservations for Two,N/A,Â£11.10,,,,,11.1,,,,No Action (Price not available from one/both sources)
4c8ece50736f9e88,Red: The True Story of Red Riding Hood,N/A,Â£28.54,,,,,28.54,,,,No Action (Price not available from one/both sources)
2ef5dc7e278e562a,Ready Player One,N/A,Â£19.07,,,,,19.07,,,,No Action (Price not available from one/both sources)
3c565df219ba3274,Quiet: The Power of Introverts in a World That Can't Stop Talking,N/A,Â£43.55,,,,,43.55,,,,No Action (Price not available from one/both sources)
9707989a439757b4,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),N/A,Â£43.63,,,,,43.63,,,,No Action (Price not available from one/both sources)
cb62418129b864a3,Persepolis: The Story of a Childhood (Persepolis #1-2),N/A,Â£39.13,,,,,39.13,,,,No Action (Price not available from one/both sources)
8e2dfd6bcf48e1e6,Packing for Mars: The Curious Science of Life in the Void,N/A,Â£56.68,,,,,56.68,,,,No Action (Price not available from one/both sources)
09a7b0b566ad6225,Outliers: The Story of Success,N/A,Â£14.16,,,,,14.16,,,,No Action (Price not available from one/both sources)
c59283b05905c853,Original Fake,N/A,Â£31.45,,,,,31.45,,,,No Action (Price not available from one/both sources)
8378c899988905ee,Orange Is the New Black,N/A,Â£24.61,,,,,24.61,,,,No Action (Price not available from one/both sources)
3250650a5c4e6f07,One for the Money (Stephanie Plum #1),N/A,Â£32.87,,,,,32.87,,,,No Action (Price not available from one/both sources)
cb65e49993db9a93,Notes from a Small Island (Notes From a Small Island #1),N/A,Â£40.17,,,,,40.17,,,,No Action (Price not available from one/both sources)
c4d9fce9eff3b8ba,Night (The Night Trilogy #1),N/A,Â£13.51,,,,,13.51,,,,No Action (Price not available from one/both sources)
747cf7fca2ccdbd4,Neither Here nor There: Travels in Europe,N/A,Â£38.95,,,,,38.95,,,,No Action (Price not available from one/both sources)
54aeeb4610d3ae08,Naked,N/A,Â£31.69,,,,,31.69,,,,No Action (Price not available from one/both sources)
7ce5a92baabb6bc0,Morning Star (Red Rising #3),N/A,Â£29.40,,,,,29.4,,,,No Action (Price not available from one/both sources)
7980fa06f2b704d8,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",N/A,Â£57.83,,,,,57.83,,,,No Action (Price not available from one/both sources)
e9056f9b5a40a301,Midnight Riot (Peter Grant/ Rivers of London - books #1),N/A,Â£55.46,,,,,55.46,,,,No Action (Price not available from one/both sources)
abc4a7ee16c21088,Me Talk Pretty One Day,N/A,Â£57.60,,,,,57.6,,,,No Action (Price not available from one/both sources)
546da23278482b0a,Manuscript Found in Accra,N/A,Â£34.98,,,,,34.98,,,,No Action (Price not available from one/both sources)
0dcadb06206abd3c,Lust & Wonder,N/A,Â£11.87,,,,,11.87,,,,No Action (Price not available from one/both sources)
4ef75307fb64e2ad,Lila (Gilead #3),N/A,Â£12.47,,,,,12.47,,,,No Action (Price not available from one/both sources)
4b3f4f151c99f472,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",N/A,Â£33.26,,,,,33.26,,,,No Action (Price not available from one/both sources)
c53d9fefcda371e9,Life Without a Recipe,N/A,Â£59.04,,,,,59.04,,,,No Action (Price not available from one/both sources)
4ec53ff7e2263f32,Life After Life,N/A,Â£26.13,,,,,26.13,,,,No Action (Price not available from one/both sources)
1de75f05d57bfc10,Letter to a Christian Nation,N/A,Â£22.20,,,,,22.2,,,,No Action (Price not available from one/both sources)
1246e4ffeb5ac4ea,Let's Pretend This Never Happened: A Mostly True Memoir,N/A,Â£45.11,,,,,45.11,,,,No Action (Price not available from one/both sources)
0ce8075fab4a2b5b,Legend (Legend #1),N/A,Â£43.69,,,,,43.69,,,,No Action (Price not available from one/both sources)
d5e1a9bfe22bbf9f,"Lean In: Women, Work, and the Will to Lead",N/A,Â£25.02,,,,,25.02,,,,No Action (Price not available from one/both sources)
190fbebbf798c31a,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",N/A,Â£55.50,,,,,55.5,,,,No Action (Price not available from one/both sources)
16e843e6b853cc2f,Lady Renegades (Rebel Belle #3),N/A,Â£53.04,,,,,53.04,,,,No Action (Price not available from one/both sources)
a0dd11f6abc421ec,Jurassic Park (Jurassic Park #1),N/A,Â£44.97,,,,,44.97,,,,No Action (Price not available from one/both sources)
d4a29356fc992879,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,N/A,Â£42.38,,,,,42.38,,,,No Action (Price not available from one/both sources)
034829ffdd0a0aea,Is Everyone Hanging Out Without Me? (And Other Concerns),N/A,Â£20.11,,,,,20.11,,,,No Action (Price not available from one/both sources)
a7c3f1010d64799a,Into the Wild,N/A,Â£56.70,,,,,56.7,,,,No Action (Price not available from one/both sources)
6c4646d90b60a56c,Inferno (Robert Langdon #4),N/A,Â£41.00,,,,,41.0,,,,No Action (Price not available from one/both sources)
d8292cd5f1aca291,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",N/A,Â£28.85,,,,,28.85,,,,No Action (Price not available from one/both sources)
61569d12d4ae7161,If I Run (If I Run #1),N/A,Â£49.97,,,,,49.97,,,,No Action (Price not available from one/both sources)
6b32b561dab8036c,I've Got Your Number,N/A,Â£19.69,,,,,19.69,,,,No Action (Price not available from one/both sources)
8010c7c148057fd3,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,N/A,Â£28.88,,,,,28.88,,,,No Action (Price not available from one/both sources)
6c4d17a46cac8787,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,N/A,Â£33.14,,,,,33.14,,,,No Action (Price not available from one/both sources)
1812b8f5641287e3,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",N/A,Â£43.70,,,,,43.7,,,,No Action (Price not available from one/both sources)
557c03c284be1bf2,House of Leaves,N/A,Â£54.89,,,,,54.89,,,,No Action (Price not available from one/both sources)
cc1ac978a6835ef6,Horrible Bear!,N/A,Â£37.52,,,,,37.52,,,,No Action (Price not available from one/both sources)
0cb4856be3694a57,Holidays on Ice,N/A,Â£51.07,,,,,51.07,,,,No Action (Price not available from one/both sources)
b003f8bb02f76dc5,Heir to the Sky,N/A,Â£44.07,,,,,44.07,,,,No Action (Price not available from one/both sources)
621e2c310cec8d32,Green Eggs and Ham (Beginner Books B-16),N/A,Â£10.79,,,,,10.79,,,,No Action (Price not available from one/both sources)
4f6985aca357ae09,"Grayson, Vol 3: Nemesis (Grayson #3)",N/A,Â£42.72,,,,,42.72,,,,No Action (Price not available from one/both sources)
c300cc9326592b65,Gratitude,N/A,Â£26.66,,,,,26.66,,,,No Action (Price not available from one/both sources)
d5c588b6f9c015e4,Gone Girl,N/A,Â£37.60,,,,,37.6,,,,No Action (Price not available from one/both sources)
984b3b6e7479b571,Golden (Heart of Dread #3),N/A,Â£42.21,,,,,42.21,,,,No Action (Price not available from one/both sources)
41fc5dce044f16f5,Girl in the Blue Coat,N/A,Â£46.83,,,,,46.83,,,,No Action (Price not available from one/both sources)
d5f5a122a593b580,"Fruits Basket, Vol. 3 (Fruits Basket #3)",N/A,Â£45.17,,,,,45.17,,,,No Action (Price not available from one/both sources)
a9aa3ed5b316470b,"Friday Night Lights: A Town, a Team, and a Dream",N/A,Â£51.22,,,,,51.22,,,,No Action (Price not available from one/both sources)
2ed3a794a70aa85f,Fire Bound (Sea Haven/Sisters of the Heart #5),N/A,Â£21.28,,,,,21.28,,,,No Action (Price not available from one/both sources)
ed813a848580ba50,Fifty Shades Freed (Fifty Shades #3),N/A,Â£15.36,,,,,15.36,,,,No Action (Price not available from one/both sources)
147019cae600694e,Fellside,N/A,Â£38.62,,,,,38.62,,,,No Action (Price not available from one/both sources)
588ba85ff11a3263,Extreme Prey (Lucas Davenport #26),N/A,Â£25.40,,,,,25.4,,,,No Action (Price not available from one/both sources)
b843f52a986a2914,Eragon (The Inheritance Cycle #1),N/A,Â£43.87,,,,,43.87,,,,No Action (Price not available from one/both sources)
73f71f9556442117,Eclipse (Twilight #3),N/A,Â£18.74,,,,,18.74,,,,No Action (Price not available from one/both sources)
36d5884d44484277,Dune (Dune #1),N/A,Â£54.86,,,,,54.86,,,,No Action (Price not available from one/both sources)
a7ec599c1a547746,Dracula,N/A,Â£52.62,,,,,52.62,,,,No Action (Price not available from one/both sources)
98330e431e56a9ea,Do Androids Dream of Electric Sheep? (Blade Runner #1),N/A,Â£51.48,,,,,51.48,,,,No Action (Price not available from one/both sources)
81372abc86f65c79,Disrupted: My Misadventure in the Start-Up Bubble,N/A,Â£15.28,,,,,15.28,,,,No Action (Price not available from one/both sources)
04d858cdeeee0da4,Dead Wake: The Last Crossing of the Lusitania,N/A,Â£39.24,,,,,39.24,,,,No Action (Price not available from one/both sources)
d234ddecef49ef4e,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",N/A,Â£17.81,,,,,17.81,,,,No Action (Price not available from one/both sources)
468bd274ac084bb9,Darkfever (Fever #1),N/A,Â£56.02,,,,,56.02,,,,No Action (Price not available from one/both sources)
66937c669c4da072,Dark Places,N/A,Â£23.90,,,,,23.9,,,,No Action (Price not available from one/both sources)
c9782ad2a0ed9331,Crazy Rich Asians (Crazy Rich Asians #1),N/A,Â£49.13,,,,,49.13,,,,No Action (Price not available from one/both sources)
157f693d9e600ccc,Counting Thyme,N/A,Â£10.62,,,,,10.62,,,,No Action (Price not available from one/both sources)
dbe33cf29ef1623d,Cosmos,N/A,Â£36.17,,,,,36.17,,,,No Action (Price not available from one/both sources)
396385e3de5d18c3,Civilization and Its Discontents,N/A,Â£59.95,,,,,59.95,,,,No Action (Price not available from one/both sources)
7e9579921e5407cb,Cinder (The Lunar Chronicles #1),N/A,Â£26.09,,,,,26.09,,,,No Action (Price not available from one/both sources)
ef49db2aaa9bb547,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,N/A,Â£37.35,,,,,37.35,,,,No Action (Price not available from one/both sources)
b461cf238506c5b8,Career of Evil (Cormoran Strike #3),N/A,Â£24.72,,,,,24.72,,,,No Action (Price not available from one/both sources)
bbfc4a3b7b6c94a0,Breaking Dawn (Twilight #4),N/A,Â£35.28,,,,,35.28,,,,No Action (Price not available from one/both sources)
fd2337c1b73b686e,Brave Enough,N/A,Â£51.32,,,,,51.32,,,,No Action (Price not available from one/both sources)
8e0bc2fe4e7d35b5,Boy Meets Boy,N/A,Â£21.12,,,,,21.12,,,,No Action (Price not available from one/both sources)
e256de8aa0c2115f,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",N/A,Â£27.35,,,,,27.35,,,,No Action (Price not available from one/both sources)
0bbc48294707ba96,Blink: The Power of Thinking Without Thinking,N/A,Â£21.74,,,,,21.74,,,,No Action (Price not available from one/both sources)
860318b8e244f39c,Black Flags: The Rise of ISIS,N/A,Â£40.87,,,,,40.87,,,,No Action (Price not available from one/both sources)
15f415d436888b2d,"Black Butler, Vol. 1 (Black Butler #1)",N/A,Â£49.31,,,,,49.31,,,,No Action (Price not available from one/both sources)
d3f9c4539c0caa64,Big Little Lies,N/A,Â£22.11,,,,,22.11,,,,No Action (Price not available from one/both sources)
155e42df837ee5ff,Between Shades of Gray,N/A,Â£20.79,,,,,20.79,,,,No Action (Price not available from one/both sources)
67dea6c75d6a1075,Best of My Love (Fool's Gold #20),N/A,Â£27.41,,,,,27.41,,,,No Action (Price not available from one/both sources)
3fb69f34e178d494,Beowulf,N/A,Â£38.35,,,,,38.35,,,,No Action (Price not available from one/both sources)
5439bae708bca198,Beautiful Creatures (Caster Chronicles #1),N/A,Â£21.55,,,,,21.55,,,,No Action (Price not available from one/both sources)
1d89a2aa9f6ce50f,Awkward,N/A,Â£38.02,,,,,38.02,,,,No Action (Price not available from one/both sources)
5d22e2a46604b6e7,Ash,N/A,Â£22.06,,,,,22.06,,,,No Action (Price not available from one/both sources)
ef9c4f2465513956,Are We There Yet?,N/A,Â£10.66,,,,,10.66,,,,No Action (Price not available from one/both sources)
da0349a87c8caa2f,Are We Smart Enough to Know How Smart Animals Are?,N/A,Â£56.58,,,,,56.58,,,,No Action (Price not available from one/both sources)
7bf87402413c27ff,Annie on My Mind,N/A,Â£36.83,,,,,36.83,,,,No Action (Price not available from one/both sources)
cfe350b20d23b02b,And Then There Were None,N/A,Â£35.01,,,,,35.01,,,,No Action (Price not available from one/both sources)
bcee4f289ff6699c,A Walk in the Woods: Rediscovering America on the Appalachian Trail,N/A,Â£30.48,,,,,30.48,,,,No Action (Price not available from one/both sources)
5dbd6ec4e154ad2f,A Visit from the Goon Squad,N/A,Â£14.08,,,,,14.08,,,,No Action (Price not available from one/both sources)
87beabf664115d79,A Storm of Swords (A Song of Ice and Fire #3),N/A,Â£31.22,,,,,31.22,,,,No Action (Price not available from one/both sources)
c9770bb1d5a492a0,A Heartbreaking Work of Staggering Genius,N/A,Â£54.29,,,,,54.29,,,,No Action (Price not available from one/both sources)
f5873c8fc7760000,8 Keys to Mental Health Through Exercise,N/A,Â£31.04,,,,,31.04,,,,No Action (Price not available from one/both sources)
165affa7adb5eded,#GIRLBOSS,N/A,Â£50.96,,,,,50.96,,,,No Action (Price not available from one/both sources)
d2185b65af52d68c,"The Suffragettes (Little Black Classics, #96)",N/A,Â£11.89,,,,,11.89,,,,No Action (Price not available from one/both sources)
4130678275eb7c8c,The Sense of an Ending,N/A,Â£31.38,,,,,31.38,,,,No Action (Price not available from one/both sources)
276dc716b1da8899,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",N/A,Â£54.81,,,,,54.81,,,,No Action (Price not available from one/both sources)
f3c76b53b239f511,The Course of Love,N/A,Â£16.78,,,,,16.78,,,,No Action (Price not available from one/both sources)
ce42e3de94226b2b,Sugar Rush (Offensive Line #2),N/A,Â£24.42,,,,,24.42,,,,No Action (Price not available from one/both sources)
9189fd009df41d0e,"Saga, Volume 2 (Saga (Collected Editions) #2)",N/A,Â£11.75,,,,,11.75,,,,No Action (Price not available from one/both sources)
b0e479be03911916,"Run, Spot, Run: The Ethics of Keeping Pets",N/A,Â£20.02,,,,,20.02,,,,No Action (Price not available from one/both sources)
6fa3ea52c8e31e06,New Moon (Twilight #2),N/A,Â£12.86,,,,,12.86,,,,No Action (Price not available from one/both sources)
637e5a45062aa548,Life,N/A,Â£31.58,,,,,31.58,,,,No Action (Price not available from one/both sources)
fb495f9f9015a772,Kindle Paperwhite User's Guide,N/A,Â£34.00,,,,,34.0,,,,No Action (Price not available from one/both sources)
b6d3f4f4ee1f6069,H is for Hawk,N/A,Â£57.42,,,,,57.42,,,,No Action (Price not available from one/both sources)
97b8f130d32e9f4e,Girl Online On Tour (Girl Online #2),N/A,Â£53.47,,,,,53.47,,,,No Action (Price not available from one/both sources)
c0db71f6bb14db11,"Fruits Basket, Vol. 2 (Fruits Basket #2)",N/A,Â£11.64,,,,,11.64,,,,No Action (Price not available from one/both sources)
d7b463918d3b8c39,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),N/A,Â£52.88,,,,,52.88,,,,No Action (Price not available from one/both sources)
09d26b5f819c6a36,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",N/A,Â£18.51,,,,,18.51,,,,No Action (Price not available from one/both sources)
8ceb5c6aed2c5f8b,While You Were Mine,N/A,Â£41.32,,,,,41.32,,,,No Action (Price not available from one/both sources)
def389ddfda6991b,Where Lightning Strikes (Bleeding Stars #3),N/A,Â£39.77,,,,,39.77,,,,No Action (Price not available from one/both sources)
c5f91eb481427dc5,When I'm Gone,N/A,Â£51.96,,,,,51.96,,,,No Action (Price not available from one/both sources)
66a4e422b212726a,Ways of Seeing,N/A,Â£39.51,,,,,39.51,,,,No Action (Price not available from one/both sources)
e7e87087b1a44711,"Vampire Knight, Vol. 1 (Vampire Knight #1)",N/A,Â£15.40,,,,,15.4,,,,No Action (Price not available from one/both sources)
dab5e75d1339706a,Vampire Girl (Vampire Girl #1),N/A,Â£53.82,,,,,53.82,,,,No Action (Price not available from one/both sources)
e63c3f25338baf9a,Twenty Love Poems and a Song of Despair,N/A,Â£30.95,,,,,30.95,,,,No Action (Price not available from one/both sources)
0268f149d014b389,Travels with Charley: In Search of America,N/A,Â£57.82,,,,,57.82,,,,No Action (Price not available from one/both sources)
460f97a346b44bac,Three Wishes (River of Time: California #1),N/A,Â£44.18,,,,,44.18,,,,No Action (Price not available from one/both sources)
d6d98d3508c30f57,This One Moment (Pushing Limits #1),N/A,Â£48.71,,,,,48.71,,,,No Action (Price not available from one/both sources)
9c96cd1329fbd82d,The Zombie Room,N/A,Â£19.69,,,,,19.69,,,,No Action (Price not available from one/both sources)
dac9d1e654fac737,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",N/A,Â£36.52,,,,,36.52,,,,No Action (Price not available from one/both sources)
6514add13c82b115,The Tumor,N/A,Â£41.56,,,,,41.56,,,,No Action (Price not available from one/both sources)
32d035df92ab9080,The Story of Hong Gildong,N/A,Â£43.19,,,,,43.19,,,,No Action (Price not available from one/both sources)
b78deb463531d078,The Silent Wife,N/A,Â£12.34,,,,,12.34,,,,No Action (Price not available from one/both sources)
9e9932ae1a7d0943,The Silent Twin (Detective Jennifer Knight #3),N/A,Â£36.25,,,,,36.25,,,,No Action (Price not available from one/both sources)
6f2c0a9adbb2bca9,The Selfish Gene,N/A,Â£29.45,,,,,29.45,,,,No Action (Price not available from one/both sources)
38f776ab9118aed7,The Secret Healer,N/A,Â£34.56,,,,,34.56,,,,No Action (Price not available from one/both sources)
5faefdc861684eb1,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",N/A,Â£54.12,,,,,54.12,,,,No Action (Price not available from one/both sources)
0ec9d2b018fb10d8,The Republic,N/A,Â£33.78,,,,,33.78,,,,No Action (Price not available from one/both sources)
f0512adadffd2480,The Odyssey,N/A,Â£29.64,,,,,29.64,,,,No Action (Price not available from one/both sources)
b0913e67d38d5ed5,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),N/A,Â£57.70,,,,,57.7,,,,No Action (Price not available from one/both sources)
5c10b64db3e4f228,The Nicomachean Ethics,N/A,Â£36.34,,,,,36.34,,,,No Action (Price not available from one/both sources)
c8614adb1a90b027,The Name of the Wind (The Kingkiller Chronicle #1),N/A,Â£50.59,,,,,50.59,,,,No Action (Price not available from one/both sources)
c40b70e0f6d80189,The Mirror & the Maze (The Wrath and the Dawn #1.5),N/A,Â£29.38,,,,,29.38,,,,No Action (Price not available from one/both sources)
1aeca7d078d57deb,The Little Prince,N/A,Â£45.42,,,,,45.42,,,,No Action (Price not available from one/both sources)
04e43893e32f9d29,The Light of the Fireflies,N/A,Â£54.43,,,,,54.43,,,,No Action (Price not available from one/both sources)
16c71736dae78764,The Last Girl (The Dominion Trilogy #1),N/A,Â£36.26,,,,,36.26,,,,No Action (Price not available from one/both sources)
86d8bd7afa5b51b3,The Iliad,N/A,Â£16.16,,,,,16.16,,,,No Action (Price not available from one/both sources)
6e473eff459e809f,The Hook Up (Game On #1),N/A,Â£36.29,,,,,36.29,,,,No Action (Price not available from one/both sources)
fff8a057a40c4a60,The Haters,N/A,Â£27.89,,,,,27.89,,,,No Action (Price not available from one/both sources)
4280ac3eab57aa5d,The Girl You Lost,N/A,Â£12.29,,,,,12.29,,,,No Action (Price not available from one/both sources)
ee61197edb882599,The Girl In The Ice (DCI Erika Foster #1),N/A,Â£15.85,,,,,15.85,,,,No Action (Price not available from one/both sources)
09659d1639a1f978,The End of the Jesus Era (An Investigation #1),N/A,Â£14.40,,,,,14.4,,,,No Action (Price not available from one/both sources)
29fc016c459aeb14,The Edge of Reason (Bridget Jones #2),N/A,Â£19.18,,,,,19.18,,,,No Action (Price not available from one/both sources)
3301af038a720587,The Complete Maus (Maus #1-2),N/A,Â£10.64,,,,,10.64,,,,No Action (Price not available from one/both sources)
18b4545a5ed15581,The Communist Manifesto,N/A,Â£14.76,,,,,14.76,,,,No Action (Price not available from one/both sources)
f3a0b8c835129558,The Bhagavad Gita,N/A,Â£57.49,,,,,57.49,,,,No Action (Price not available from one/both sources)
dfb0849016bc122c,The Bette Davis Club,N/A,Â£30.66,,,,,30.66,,,,No Action (Price not available from one/both sources)
5bc1fbccfbf2355c,The Art of Not Breathing,N/A,Â£40.83,,,,,40.83,,,,No Action (Price not available from one/both sources)
a7eef9d6795422c1,Taking Shots (Assassins #1),N/A,Â£18.88,,,,,18.88,,,,No Action (Price not available from one/both sources)
e25164e5b3fe208b,Starlark,N/A,Â£25.83,,,,,25.83,,,,No Action (Price not available from one/both sources)
2ac720f76384c57e,"Skip Beat!, Vol. 01 (Skip Beat! #1)",N/A,Â£42.12,,,,,42.12,,,,No Action (Price not available from one/both sources)
3a9a7c5895e82646,Sister Sable (The Mad Queen #1),N/A,Â£13.33,,,,,13.33,,,,No Action (Price not available from one/both sources)
9ed7090d8fa690b0,Shatter Me (Shatter Me #1),N/A,Â£42.40,,,,,42.4,,,,No Action (Price not available from one/both sources)
c068c013d6921fea,Shameless,N/A,Â£58.35,,,,,58.35,,,,No Action (Price not available from one/both sources)
229cd6564bf0dce4,Shadow Rites (Jane Yellowrock #10),N/A,Â£21.72,,,,,21.72,,,,No Action (Price not available from one/both sources)
132adf7335bb384a,Settling the Score (The Summer Games #1),N/A,Â£44.91,,,,,44.91,,,,No Action (Price not available from one/both sources)
35e44170702139a4,Sense and Sensibility,N/A,Â£37.46,,,,,37.46,,,,No Action (Price not available from one/both sources)
4f64568dfefa3ce7,"Saga, Volume 1 (Saga (Collected Editions) #1)",N/A,Â£28.48,,,,,28.48,,,,No Action (Price not available from one/both sources)
9efb397067eb7e8a,"Rhythm, Chord & Malykhin",N/A,Â£28.34,,,,,28.34,,,,No Action (Price not available from one/both sources)
3cdca3b4a93980f5,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",N/A,Â£46.96,,,,,46.96,,,,No Action (Price not available from one/both sources)
849db7ab7f4a640c,Paradise Lost (Paradise #1),N/A,Â£24.96,,,,,24.96,,,,No Action (Price not available from one/both sources)
bcbcbcf0f6ed196f,"Paper Girls, Vol. 1 (Paper Girls #1-5)",N/A,Â£21.71,,,,,21.71,,,,No Action (Price not available from one/both sources)
326825e02a198cf6,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",N/A,Â£29.87,,,,,29.87,,,,No Action (Price not available from one/both sources)
8932e5c12f12ffed,Origins (Alphas 0.5),N/A,Â£28.99,,,,,28.99,,,,No Action (Price not available from one/both sources)
7ea31f38675b91c1,One Second (Seven #7),N/A,Â£52.94,,,,,52.94,,,,No Action (Price not available from one/both sources)
9ff997ab15713e53,On the Road (Duluoz Legend),N/A,Â£32.36,,,,,32.36,,,,No Action (Price not available from one/both sources)
a1985630339f4b3d,Old Records Never Die: One Man's Quest for His Vinyl and His Past,N/A,Â£55.66,,,,,55.66,,,,No Action (Price not available from one/both sources)
b6f1cfadc4dd79d4,Off Sides (Off #1),N/A,Â£39.45,,,,,39.45,,,,No Action (Price not available from one/both sources)
39592d9d72e717c4,Of Mice and Men,N/A,Â£47.11,,,,,47.11,,,,No Action (Price not available from one/both sources)
63e20a0f98218a87,Myriad (Prentor #1),N/A,Â£58.75,,,,,58.75,,,,No Action (Price not available from one/both sources)
fd78f89878479f56,My Perfect Mistake (Over the Top #1),N/A,Â£38.92,,,,,38.92,,,,No Action (Price not available from one/both sources)
35a60467893aa168,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",N/A,Â£39.39,,,,,39.39,,,,No Action (Price not available from one/both sources)
4f19709e47883df5,Meditations,N/A,Â£25.89,,,,,25.89,,,,No Action (Price not available from one/both sources)
1053fb7ee17a1f33,Matilda,N/A,Â£28.34,,,,,28.34,,,,No Action (Price not available from one/both sources)
d510567580c8be52,Lost Among the Living,N/A,Â£27.70,,,,,27.7,,,,No Action (Price not available from one/both sources)
71a6471bbdac21d9,Lord of the Flies,N/A,Â£24.89,,,,,24.89,,,,No Action (Price not available from one/both sources)
6e712ea24e77bd96,Listen to Me (Fusion #1),N/A,Â£58.99,,,,,58.99,,,,No Action (Price not available from one/both sources)
06f6a57a6d532844,Kitchens of the Great Midwest,N/A,Â£57.20,,,,,57.2,,,,No Action (Price not available from one/both sources)
